입찰공고일시,입찰공고번호,입찰공고차수,재공고여부,등록유형명,공고종류명,국제입찰여부,참조번호,입찰공고명,공고기관명,수요기관명,입찰방식명,계약체결방법명,집행관명,입찰참가자격등록마감일시,공동수급협정서접수방식,공동수급협정마감일시,공동수급업체지역제한여부,입찰개시일시,입찰마감일시,개찰일시,공고규격서URL1,공고규격서URL2,공고규격서URL3,공고규격서URL4,공고규격서URL5,공고규격서URL6,공고규격서URL7,공고규격파일명1,공고규격파일명2,공고규격파일명3,공고규격파일명4,공고규격파일명5,공고규격파일명6,공고규격파일명7,재입찰허용여부,물품분류제한여부,제조여부,예정가격결정방법명,총예가건수,추첨예가건수,배정예산금액,추정가격,개찰장소,입찰공고상세URL,채권자명,세부품명,물품규격명,물품수량,물품단위,물품단가,납품기한일시,납품일수,인도조건명,공동수급방식명,지사투찰허용여부,지명경쟁여부,예비가격재작성방법명,실적신청서접수방법명,실적신청서접수일시,발주계획통합번호,낙찰하한율,등록일시,사전규격등록번호,정보화사업여부,낙찰방법명,변경일시,변경공고사유,재입찰개찰일시,입찰분류아이디,[기초금액]기초금액,[기초금액]기초금액공개일시,[기초금액]예비가격범위시작률,[기초금액]예비가격범위종료율,[기초금액]비고1,[기초금액]가용금액,[기초금액]입력일시,[구매대상물품]물품순번,[구매대상물품]물품분류번호,[구매대상물품]품명,[구매대상물품]수량,[구매대상물품]단위,[구매대상물품]단가,[구매대상물품]납품장소,[구매대상물품]공고게시일시
2019-05-14 13:24:44,20190517088,00,N,조달청 또는 나라장터 자체 공고건,일반,N,2019-5083,원료축산물 검사재료 구입,경기도청 북부청사,경기도청 북부청사,전자입찰,제한(총액),김새암,2019-05-21 18:00:00,공고서참조,,N,2019-05-15 10:00:00,2019-05-22 10:00:00,2019-05-22 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190517088::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190517088::00::2::2,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190517088::00::2::3,,,,,20190517088-00_1557807387811_입찰공고문(안).hwp,20190517088-00_1557807387851_물품내역서.xlsx,20190517088-00_1557807387851_물품구입 시방서(원료축산물 검사재료).hwp,,,,,N,N,,복수예가,15,4,103912560,94465964,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190517088&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,시약키트,내역서 참조,1031,개,,,30,납품장소 입고도,공동수급불허,N,N,,없음,,1-3-2019-ZY00267-000008,84.245,2019-05-14 13:24:44,721154,,적격심사(추정가격 고시금액미만),,,,1,103912560,2019-05-14 13:32:55,-3,+3,,,2019-05-14 13:32:55,1,12161503,시약키트,1031,개,,경기도북부동물위생시험소,2019-05-14 13:24:44
2019-05-13 17:11:56,20190514956,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제 2019-375 호,개인안전장비 전용 세탁기 구매,경기도 소방재난본부,경기도 소방재난본부,전자입찰,제한(총액),지재금,2019-05-20 18:00:00,공고서참조,,N,2019-05-17 10:00:00,2019-05-21 10:00:00,2019-05-21 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514956::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514956::00::2::2,,,,,,20190514956-00_1557723600406_입찰공고문.hwp,20190514956-00_1557723600406_규격서.hwp,,,,,,Y,N,,복수예가,15,4,69700000,63363636,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190514956&bidseq=00&releaseYn=Y&taskClCd=1,경기도소방재난본부장,가정용세탁기,규격서 참조,34,대,,,30,수요기관희망장소입고도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6412230-000012,84.245,2019-05-13 17:11:56,723254,,적격심사(추정가격 고시금액미만),,,,1,69700000,2019-05-14 08:47:58,-3,+3,,,2019-05-14 08:47:58,1,52141601,가정용세탁기,34,대,,수요부서 지정장소,2019-05-13 17:11:56
2019-05-13 14:48:35,20190514474,00,N,조달청 또는 나라장터 자체 공고건,일반,N,22193056000,구조장비(대형유압장비세트 등 3종) 구매,조달청 인천지방조달청,경기도 소방재난본부,전자입찰,일반(총액),홍성희,2019-05-28 18:00:00,공고서참조,,N,2019-05-27 10:00:00,2019-05-29 10:00:00,2019-05-29 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514474::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514474::00::2::2,,,,,,20190514474-00_1557713397801_입찰공고서(구조장비(대형유압장비세트 등 3종) 구매).hwp,20190514474-00_1557713397801_대형유압장비세트 등 3종 규격서.hwp,,,,,,Y,,N,복수예가,15,4,281319560,253536364,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190514474&bidseq=00&releaseYn=Y&taskClCd=1,대한민국정부인천지방조달청장,유압구조장비세트,규격서 참조,1,식,278890000,,60,수요기관희망장소입고도,,,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,,80.495,2019-05-13 14:48:35,723182,N,적격심사(추정가격 고시금액이상 10억원 미만),,,,1,253030000,2019-05-27 10:03:28,-3,+3,,278890000,2019-05-27 10:03:28,1,46161705,유압구조장비세트,1,식,278890000,수요기관 별도 지정,2019-05-13 14:48:35
2019-05-13 13:21:37,20190512932,00,N,조달청 또는 나라장터 자체 공고건,일반,N,22196036800,태평리 선형개량공사 관급자재 강판(용접구조용 압연강재),조달청 인천지방조달청,경기도 경기도건설본부,전자입찰,일반(총액),김남규,2019-05-22 18:00:00,공고서참조,,N,2019-05-21 10:00:00,2019-05-23 10:00:00,2019-05-23 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190512932::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190512932::00::2::2,,,,,,20190512932-00_1557711486406_입찰공고서(지방_적격_구매_고시금액이상).hwp,"20190512932-00_1557711486426_내역서,시방서 등.zip",,,,,,Y,,N,복수예가,15,4,405855692,365897093,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190512932&bidseq=00&releaseYn=Y&taskClCd=1,대한민국정부인천지방조달청장,용접구조용압연강판,"용접구조용압연강판, 수요기관규격",1,식,402486802,2019-07-10 00:00:00,0,납품장소차상도,,,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,,80.495,2019-05-13 13:21:37,717514,N,적격심사(추정가격 고시금액이상 10억원 미만),,,,1,390200000,2019-05-21 09:04:21,-3,+3,,402486802,2019-05-21 09:04:21,1,30102204,용접구조용압연강판,1,식,402486802,경상북도 포항시 북구 청하면 청진리 665-2,2019-05-13 13:21:37
2019-05-13 13:13:22,20190448525,00,N,조달청 또는 나라장터 자체 공고건,일반,N,12191028900,"답곡천 수해상습지 개선사업 관급자재(장파교, 콘크리트빔) 제작·설치",조달청 서울지방조달청,경기도청 북부청사,전자시담,수의(총액)특허제품,김남호,2019-05-17 17:00:00,공고서참조,,N,2019-05-17 14:00:00,2019-05-20 15:00:00,2019-05-20 16:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190448525::00::2::1,,,,,,,20190448525-00_1557405575074_공사관련 보험료 등 정산 안내 사항.hwp,,,,,,,Y,N,,단일예가,1,0,168679960,151909091,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190448525&bidseq=00&releaseYn=Y&taskClCd=1,대한민국정부서울지방조달청장,콘크리트빔,시방서 참조,1,식,167100000,2019-12-31 00:00:00,0,현장설치도,,,N,,,,,,2019-05-13 13:13:22,713136,N,수의(최저가),2019-05-17 16:30:00,,,,,,,,,,,1,30101717,콘크리트빔,1,식,167100000,경기도 파주시 파평면 금파리~자장리 일원,2019-05-13 13:13:22
2019-05-13 13:04:51,20190512524,00,N,조달청 또는 나라장터 자체 공고건,일반,N,22196028303,진위역~오산시계(남북측) 관급자재 레미콘,조달청 인천지방조달청,경기도 경기도건설본부,전자시담,수의(총액),김남규,2019-05-15 18:00:00,공고서참조,,N,2019-05-16 10:00:00,2019-05-16 14:00:00,2019-05-16 15:00:00,,,,,,,,,,,,,,,Y,,N,단일예가,1,0,58722800,52819200,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190512524&bidseq=00&releaseYn=Y&taskClCd=1,대한민국정부인천지방조달청장,레미콘,25-21-50,1,식,58101120,2019-12-31 00:00:00,0,생산공장 상차도,,,N,,,,,,2019-05-13 13:04:52,710594,N,수의(최저가),,,,,,,,,,,,1,30111505,레미콘,1,식,58101120,진위역~오산시계 도로확포장공사 현장,2019-05-13 13:04:51
2019-05-13 10:31:08,20190513970,01,N,조달청 또는 나라장터 자체 공고건,취소,N,경기도 입찰공고 제2019-370호,하남선 5공구 건설공사 전기분야 관급자재 구매(LED실내조명등),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,,,,,,,,,,,,,,,Y,,Y,복수예가,15,4,338670000,307881818,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513970&bidseq=01&releaseYn=Y&taskClCd=1,경기도지사,LED실내조명등,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000048,84.245,2019-05-13 10:31:08,720805,,적격심사(추정가격 고시금액미만),,지명입찰대상자 미입력,,,,,,,,,,1,39112102,LED실내조명등,1,식,,수요부서 지정장소,2019-05-13 10:31:08
2019-05-13 10:27:58,20190513969,01,N,조달청 또는 나라장터 자체 공고건,취소,N,경기도 입찰공고 제2019-366호,하남선 4공구 건설공사 전기분야 관급자재 구매(LED실내조명등),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,,,,,,,,,,,,,,,Y,,Y,복수예가,15,4,210289200,191172000,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513969&bidseq=01&releaseYn=Y&taskClCd=1,경기도지사,LED실내조명등,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000044,84.245,2019-05-13 10:27:58,720799,,적격심사(추정가격 고시금액미만),,지명입찰대상자 미등록,,,,,,,,,,1,39112102,LED실내조명등,1,식,,수요부서 지정장소,2019-05-13 10:27:58
2019-05-13 10:25:26,20190513968,01,N,조달청 또는 나라장터 자체 공고건,취소,N,경기도 입찰공고 제2019-369호,하남선 5공구 건설공사 전기분야 관급자재 구매(분전반),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,,,,,,,,,,,,,,,Y,,Y,복수예가,15,4,54600000,49636363,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513968&bidseq=01&releaseYn=Y&taskClCd=1,경기도지사,분전반,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000047,84.245,2019-05-13 10:25:26,,,적격심사(추정가격 고시금액미만),,지명입찰 대상자 미지정,,,,,,,,,,1,39121101,분전반,1,식,,수요부서 지정장소,2019-05-13 10:25:26
2019-05-13 10:24:07,20190513967,01,N,조달청 또는 나라장터 자체 공고건,취소,N,경기도 입찰공고 제2019-365호,하남선 4공구 건설공사 전기분야 관급자재 구매(분전반),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,,,,,,,,,,,,,,,Y,,Y,복수예가,15,4,79108700,71917000,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513967&bidseq=01&releaseYn=Y&taskClCd=1,경기도지사,분전반,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000043,84.245,2019-05-13 10:24:07,720796,,적격심사(추정가격 고시금액미만),,지명대상 미지정,,,,,,,,,,1,39121101,분전반,1,식,,수요부서 지정장소,2019-05-13 10:24:07
2019-05-13 09:26:53,20190514247,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-372호,주요 전염병검진 소모품 구입,경기도,경기도 경기도동물위생시험소,전자입찰,제한(총액),김효진,2019-05-20 18:00:00,공고서참조,,N,2019-05-14 10:00:00,2019-05-21 10:00:00,2019-05-21 11:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514247::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514247::00::2::2,,,,,,20190514247-00_1557707106356_입찰공고문_주요 전염병검진 소모품 구입.hwp,20190514247-00_1557707106356_구입내역 및 규격서(주요 전염병검진 소모품 구입).xlsx,,,,,,Y,N,,복수예가,15,4,105954920,96322655,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190514247&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,장갑,붙임 구입내역 및 규격서 참조,1,식,,,30,수요기관희망장소입고도,공동수급불허,N,N,재입찰시 예비가격을 다시 생성하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000050,84.245,2019-05-13 09:26:53,720938,,적격심사(추정가격 고시금액미만),,,,1,105954920,2019-05-13 09:27:58,-3,+3,,,2019-05-13 09:27:58,1,53102504,장갑,1,식,,경기도동물위생시험소,2019-05-13 09:26:53
2019-05-12 13:25:43,20190514020,00,Y,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-251호,하남선 4공구 건설공사 기계분야 관급자재 인라인펌프,경기도,경기도,전자입찰,제한(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514020::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190514020::00::2::2,,,,,,20190514020-00_1557634864436_00000 수정공고문 하남4 (인라인펌프).hwp,20190514020-00_1557634864436_2 규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,24900000,22636363,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190514020&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,인라인펌프,붙임 규격서 참조,1,식,,2019-12-31 00:00:00,,납품장소 하차도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000034,87.945,2019-05-12 13:25:43,,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,24900000,2019-05-14 13:50:59,-3,+3,,,2019-05-14 13:50:59,1,40151571,인라인펌프,1,식,,수요부서 지정장소,2019-05-12 13:25:43
2019-05-12 02:12:10,20190513972,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-371호,하남선 5공구 건설공사 전기분야 관급자재 구매(조명제어장치),경기도,경기도,전자입찰,제한(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513972::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513972::00::2::2,,,,,,20190513972-00_1557594564361_1. 공고문(조명제어장치).hwp,20190513972-00_1557594564381_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,36003000,32730000,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513972&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,조명용제어장치,규격서 참고,1,식,,2020-01-31 00:00:00,,현장설치도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000049,87.945,2019-05-12 02:12:10,,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,36003000,2019-05-14 13:55:08,-3,+3,,,2019-05-14 13:55:08,1,39121107,조명제어장치,1,식,,수요부서 지정장소,2019-05-12 02:12:10
2019-05-12 02:01:04,20190513971,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-367호,하남선 4공구 건설공사 전기분야 관급자재 구매(조명제어장치),경기도,경기도,전자입찰,제한(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513971::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513971::00::2::2,,,,,,20190513971-00_1557593938576_1. 공고문(조명제어장치).hwp,20190513971-00_1557593938596_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,37134000,33758181,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513971&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,조명용제어장치,규격서 참고,1,식,,2020-01-31 00:00:00,,현장설치도,공동수급불허,N,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000045,87.945,2019-05-12 02:01:04,,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 고시금액 미만),,,,1,37134000,2019-05-14 13:53:18,-3,+3,,,2019-05-14 13:53:18,1,39121107,조명제어장치,1,식,,수요부서 지정장소,2019-05-12 02:01:04
2019-05-12 01:50:07,20190513970,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-370호,하남선 5공구 건설공사 전기분야 관급자재 구매(LED실내조명등),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513970::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513970::00::2::2,,,,,,20190513970-00_1557593337671_1. 공고문(LED조명기구).hwp,20190513970-00_1557593337671_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,338670000,307881818,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513970&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,LED실내조명등,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000048,84.245,2019-05-12 01:50:07,720805,,적격심사(추정가격 고시금액미만),,,,,,,,,,,,1,39112102,LED실내조명등,1,식,,수요부서 지정장소,2019-05-12 01:50:07
2019-05-12 01:39:22,20190513969,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-366호,하남선 4공구 건설공사 전기분야 관급자재 구매(LED실내조명등),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513969::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513969::00::2::2,,,,,,20190513969-00_1557592667446_1. 공고문(LED조명기구).hwp,20190513969-00_1557592667446_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,210289200,191172000,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513969&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,LED실내조명등,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000044,84.245,2019-05-12 01:39:22,720799,,적격심사(추정가격 고시금액미만),,,,,,,,,,,,1,39112102,LED실내조명등,1,식,,수요부서 지정장소,2019-05-12 01:39:22
2019-05-12 01:28:20,20190513968,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-369호,하남선 5공구 건설공사 전기분야 관급자재 구매(분전반),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513968::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513968::00::2::2,,,,,,20190513968-00_1557592001691_1. 공고문(분전반).hwp,20190513968-00_1557592001711_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,54600000,49636363,국가종합전자조달시스템(나라장터),http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513968&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,분전반,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000047,84.245,2019-05-12 01:28:20,,,적격심사(추정가격 고시금액미만),,,,,,,,,,,,1,39121101,분전반,1,식,,수요부서 지정장소,2019-05-12 01:28:20
2019-05-12 01:16:00,20190513967,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-365호,하남선 4공구 건설공사 전기분야 관급자재 구매(분전반),경기도,경기도,전자입찰,지명(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513967::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513967::00::1::2,,,,,,20190513967-00_1557591274886_1. 공고문(분전반).hwp,20190513967-00_1557591274906_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,79108700,71917000,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513967&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,분전반,규격서 참고,1,식,,2020-01-31 00:00:00,,납품장소 하차도,공동수급불허,,Y,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,,,1-3-2019-6410000-000043,84.245,2019-05-12 01:16:00,720796,,적격심사(추정가격 고시금액미만),,,,,,,,,,,,1,39121101,분전반,1,식,,수요부서 지정장소,2019-05-12 01:16:00
2019-05-12 00:56:45,20190513966,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-368호,하남선 5공구 건설공사 전기분야 관급자재 구매(수배전반),경기도,경기도,전자입찰,제한(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513966::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513966::00::2::2,,,,,,20190513966-00_1557590116281_1. 공고문(수배전반).hwp,20190513966-00_1557590116301_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,937684400,852440363,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513966&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,폐쇄형배전반,규격서 참고,1,식,,2020-01-31 00:00:00,,현장설치도,공동수급불허,,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000046,87.945,2019-05-12 00:56:45,720803,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 10억미만 고시금액 이상),,,,1,937684400,2019-05-14 13:54:08,-3,+3,,,2019-05-14 13:54:08,2,39121104,전동기제어반,1,식,,수요부서 지정장소,2019-05-12 00:56:45
2019-05-12 00:56:45,20190513966,00,N,조달청 또는 나라장터 자체 공고건,일반,N,경기도 입찰공고 제2019-368호,하남선 5공구 건설공사 전기분야 관급자재 구매(수배전반),경기도,경기도,전자입찰,제한(총액),어현수,2019-05-20 18:00:00,공고서참조,,N,2019-05-15 09:00:00,2019-05-21 12:00:00,2019-05-21 13:00:00,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513966::00::1::1,http://www.g2b.go.kr:8081/ep/co/fileDownload.do?fileTask=NOTIFY&fileSeq=20190513966::00::2::2,,,,,,20190513966-00_1557590116281_1. 공고문(수배전반).hwp,20190513966-00_1557590116301_규격서 등.zip,,,,,,Y,,Y,복수예가,15,4,937684400,852440363,경기도 회계과 입찰집행관 PC,http://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20190513966&bidseq=00&releaseYn=Y&taskClCd=1,경기도지사,폐쇄형배전반,규격서 참고,1,식,,2020-01-31 00:00:00,,현장설치도,공동수급불허,,N,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,없음,,1-3-2019-6410000-000046,87.945,2019-05-12 00:56:45,720803,,중기간 경쟁물품 계약이행능력심사(중기부 공고-추정가격 10억미만 고시금액 이상),,,,1,937684400,2019-05-14 13:54:08,-3,+3,,,2019-05-14 13:54:08,1,39121103,배전반,1,식,,수요부서 지정장소,2019-05-12 00:56:45
